,ID,N_VICTIMAS,FECHA,HH,TIPO_DE_CALLE,COMUNA,LATITUD,LONGITUD,VICTIMA,ACUSADO,AFECTADO_1,AFECTADO_2,FRANJA_HORA,GRAVEDAD
19402,LC-2021-0179133,2,2021-04-18,,AVENIDA,13,-34.550504745987,-58.453007475092,AUTO,AUTO,AUTO,AUTO,18.0,
19403,LC-2021-0179161,1,2021-04-18,,AVENIDA,4,-34.647814146754,-58.417646752998,TRANSPORTE PUBLICO,TAXI,TRANSPORTE PUBLICO,TAXI,19.0,
19404,LC-2021-0179211,1,2021-04-18,,CALLE,13,-34.548213037369,-58.459857620759,,,,,16.0,
19405,LC-2021-0179646,1,2021-04-19,,AVENIDA,5,-34.63174259975,-58.419189021832,MOVIL,TAXI,MOVIL,TAXI,8.0,
19406,LC-2021-0179854,1,2021-04-19,,CALLE,13,-34.577180549809,-58.457593225385,PEATON,AUTO,PEATON,AUTO,9.0,
19407,LC-2021-0180031,1,2021-04-19,,AVENIDA,4,-34.634786547929,-58.353865815087,CAMIONETA,,CAMIONETA,,11.0,
19408,LC-2021-0180235,1,2021-04-19,,CALLE,15,-34.600818623223,-58.462121308016,PEATON,,PEATON,,13.0,
19409,LC-2021-0180403,1,2021-04-19,,AVENIDA,3,-34.604674953349,-58.400838846662,PEATON,AUTO,PEATON,AUTO,0.0,
19410,LC-2021-0180770,1,2021-04-19,,AVENIDA,7,-34.631461291725,-58.472377976878,PEATON,AUTO,PEATON,AUTO,10.0,
19411,LC-2021-0180785,1,2021-04-19,,CALLE,1,-34.616219075699,-58.375980025247,MOTO,TAXI,MOTO,TAXI,15.0,
19412,LC-2021-0181022,1,2021-04-19,,CALLE,10,-34.623983233207,-58.492919086393,MOTO,CAMIONETA,MOTO,CAMIONETA,17.0,
19413,LC-2021-0181127,1,2021-04-19,,CALLE,13,-34.552424149932,-58.469542249953,MOTO,AUTO,MOTO,AUTO,17.0,
19414,LC-2021-0181136,1,2021-04-19,,AVENIDA,2,-34.586228065469,-58.387160060562,MOTO,AUTO,MOTO,AUTO,18.0,
19415,LC-2021-0181184,1,2021-04-19,,CALLE,9,-34.653756911486,-58.503199320425,PEATON,,PEATON,,19.0,
19416,LC-2021-0181215,1,2021-04-19,,CALLE,12,-34.591604483759,-58.5014656108,AUTO,AUTO,AUTO,AUTO,19.0,
19417,LC-2021-0181230,1,2021-04-19,,AVENIDA,4,-34.649790578022,-58.418427778059,MOTO,AUTO,MOTO,AUTO,20.0,
19418,LC-2021-0181317,1,2021-04-19,,AVENIDA,1,-34.615278061222,-58.381230755265,PEATON,TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,19.0,
19419,LC-2021-0181381,1,2021-04-19,,CALLE,3,-34.617858937018,-58.3942991555,MOTO,CAMION,MOTO,CAMION,22.0,
19420,LC-2021-0181795,1,2021-04-20,,AVENIDA,8,-34.677784061137,-58.475452460089,,,,,9.0,
19421,LC-2021-0181969,1,2021-04-20,,AVENIDA,12,-34.548651702261,-58.468681376289,TRANSPORTE PUBLICO,,TRANSPORTE PUBLICO,,0.0,
19422,LC-2021-0182074,1,2021-04-20,,CALLE,11,-34.614388963724,-58.487478554668,,,,,13.0,
19423,LC-2021-0182102,1,2021-04-20,,,,,,PEATON,MOTO,PEATON,MOTO,13.0,
19424,LC-2021-0182185,1,2021-04-20,,CALLE,1,-34.613436322352,-58.374451794809,PEATON,MOTO,PEATON,MOTO,12.0,
19425,LC-2021-0182380,1,2021-04-20,,AVENIDA,5,-34.61601121701,-58.420267012917,,,,,14.0,
19426,LC-2021-0182390,1,2021-04-20,,,,,,PEATON,TAXI,PEATON,TAXI,15.0,
19427,LC-2021-0182597,1,2021-04-20,,AVENIDA,1,-34.604118041727,-58.385589073213,MOTO,TAXI,MOTO,TAXI,15.0,
19428,LC-2021-0182627,1,2021-04-20,,,,,,MOTO,CAMIONETA,MOTO,CAMIONETA,16.0,
19429,LC-2021-0182773,1,2021-04-20,,AVENIDA,9,-34.656125271425,-58.507972208498,PEATON,AUTO,PEATON,AUTO,17.0,
19430,LC-2021-0182807,1,2021-04-20,,,,-34.6468253605158,-58.4828939155211,MOVIL,CAMION,MOVIL,CAMION,17.0,
19431,LC-2021-0182808,2,2021-04-20,,CALLE,14,-34.582693197068,-58.434640869669,MIXTO,TAXI,MIXTO,TAXI,18.0,
19432,LC-2021-0182831,2,2021-04-20,,AVENIDA,3,-34.628967600543,-58.403545585312,PEATON,,PEATON,,17.0,
19433,LC-2021-0182873,3,2021-04-20,,AVENIDA,3,-34.598454471462,-58.403724400784,TAXI,TRANSPORTE PUBLICO,TAXI,TRANSPORTE PUBLICO,15.0,
19434,LC-2021-0182928,1,2021-04-20,,AVENIDA,12,-34.554948838643,-58.488359472167,MOTO,AUTO,MOTO,AUTO,18.0,GRAVE
19435,LC-2021-0183022,1,2021-04-20,,CALLE,4,-34.642427906453,-58.376341152774,,,,,19.0,
19436,LC-2021-0183023,1,2021-04-20,,AVENIDA,6,-34.620409293806,-58.441210963782,MOTO,CAMIONETA,MOTO,CAMIONETA,18.0,
19437,LC-2021-0183067,1,2021-04-20,,CALLE,4,-34.641153757167,-58.375859979652,MOTO,AUTO,MOTO,AUTO,19.0,
19438,LC-2021-0183136,1,2021-04-20,,AVENIDA,3,-34.604579570175,-58.398221919489,PEATON,TAXI,PEATON,TAXI,21.0,
19439,LC-2021-0183197,1,2021-04-20,,AVENIDA,1,-34.622242609521,-58.382964703762,MOTO,,MOTO,,0.0,
19440,LC-2021-0183238,1,2021-04-20,,AVENIDA,11,-34.618101861621,-58.476096045567,MOTO,,MOTO,,23.0,
19441,LC-2021-0185586,1,2021-04-20,,CALLE,10,-34.634584903605,-58.525602342263,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,16.0,
19442,LC-2021-0183502,1,2021-04-21,,CALLE,7,-34.626852378178,-58.473166524297,MOTO,AUTO,MOTO,AUTO,8.0,
19443,LC-2021-0183528,1,2021-04-21,,GRAL PAZ,9,-34.645970654564,-58.528662116319,MOTO,AUTO,MOTO,AUTO,8.0,
19444,LC-2021-0183940,1,2021-04-21,,AVENIDA,3,-34.60997360015,-58.40332607307,PEATON,,PEATON,,10.0,
19445,LC-2021-0184009,1,2021-04-21,,CALLE,13,-34.569752003329,-58.464919074325,MOTO,AUTO,MOTO,AUTO,13.0,
19446,LC-2021-0184071,1,2021-04-21,,,2,-34.59195,-58.401325,PEATON,TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,12.0,
19447,LC-2021-0184073,1,2021-04-21,,CALLE,10,-34.624031687685,-58.503490576112,TAXI,,TAXI,,13.0,
19448,LC-2021-0184133,1,2021-04-21,,AVENIDA,11,-34.6067716417,-58.522433448926,MOTO,AUTO,MOTO,AUTO,13.0,
19449,LC-2021-0184243,1,2021-04-21,,AVENIDA,15,-34.599623030555,-58.438730546153,PEATON,AUTO,PEATON,AUTO,14.0,
19450,LC-2021-0184292,1,2021-04-21,,AVENIDA,3,-34.619108205457,-58.391669202732,TAXI,AUTO,TAXI,AUTO,10.0,
19451,LC-2021-0184466,1,2021-04-21,,CALLE,14,-34.596712449654,-58.415520232431,,,,,12.0,
19452,LC-2021-0184717,1,2021-04-21,,CALLE,14,-34.589793598575,-58.412038744088,,,,,18.0,
19453,LC-2021-0184788,1,2021-04-21,,CALLE,15,-34.603552211759,-58.442691480227,MOTO,AUTO,MOTO,AUTO,17.0,
19454,LC-2021-0184798,1,2021-04-21,,AVENIDA,4,-34.637719839623,-58.409056046827,MOTO,AUTO,MOTO,AUTO,19.0,
19455,LC-2021-0184832,1,2021-04-21,,AVENIDA,7,-34.639167126377,-58.423761350593,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,19.0,
19456,LC-2021-0184892,1,2021-04-21,,AVENIDA,2,-34.594831708919,-58.393199326809,,,,,19.0,
19457,LC-2021-0184925,1,2021-04-21,,CALLE,4,-34.65463857059,-58.427598133187,,,,,19.0,
19458,LC-2021-0184976,1,2021-04-21,,CALLE,12,-34.569079954826,-58.479909137131,PEATON,AUTO,PEATON,AUTO,19.0,
19459,LC-2021-0196663,1,2021-04-21,,,,-34.6771502343219,-58.4982897669897,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,17.0,
19460,LC-2021-0388189,1,2021-04-21,,,,,,,,,,15.0,
19461,LC-2021-0185285,3,2021-04-22,,AVENIDA,1,-34.595227545217,-58.379957838437,MIXTO,TRANSPORTE PUBLICO,MIXTO,TRANSPORTE PUBLICO,7.0,
19462,LC-2021-0185365,1,2021-04-22,,,14,-34.581076,-58.429321,,,,,10.0,
19463,LC-2021-0185486,1,2021-04-22,,CALLE,9,-34.658064936746,-58.495962795834,PEATON,,PEATON,,9.0,
19464,LC-2021-0185668,3,2021-04-22,,AVENIDA,14,-34.597788758958,-58.418943060511,AUTO,CAMIONETA,AUTO,CAMIONETA,12.0,
19465,LC-2021-0185681,1,2021-04-22,,CALLE,12,-34.54729451542,-58.485763761396,,AUTO,,AUTO,12.0,
19466,LC-2021-0185747,1,2021-04-22,,CALLE,14,-34.57020109817,-58.440162710159,PEATON,AUTO,PEATON,AUTO,13.0,
19467,LC-2021-0185768,1,2021-04-22,,AVENIDA,11,-34.597861802372,-58.499227898228,PEATON,MOTO,PEATON,MOTO,13.0,
19468,LC-2021-0185983,1,2021-04-22,,AVENIDA,11,-34.606914226716,-58.485158051252,MOTO,,MOTO,,13.0,
19469,LC-2021-0186561,1,2021-04-22,,CALLE,7,-34.640161990032,-58.464418579731,MOTO,,MOTO,,19.0,
19470,LC-2021-0186724,4,2021-04-22,,AVENIDA,2,-34.597231392378,-58.393194670908,MOVIL,AUTO,MOVIL,AUTO,20.0,
19471,LC-2021-0186758,1,2021-04-22,,AVENIDA,5,-34.603468300939,-58.418033936188,MOTO,AUTO,MOTO,AUTO,23.0,
19472,LC-2021-0186839,1,2021-04-22,,CALLE,15,-34.581202394771,-58.476913063799,MOTO,AUTO,MOTO,AUTO,21.0,
19473,LC-2021-0198833,1,2021-04-22,,CALLE,11,-34.599198310815,-58.513761295667,,,,,9.0,
19474,LC-2021-33332366,1,2021-04-22,,,,,,AUTO,AUTO,AUTO,AUTO,0.0,
19475,LC-2021-0187209,1,2021-04-23,,CALLE,13,-34.555953838864,-58.46892650171,MOTO,AUTO,MOTO,AUTO,8.0,
19476,LC-2021-0187367,1,2021-04-23,,AVENIDA,6,-34.618299793509,-58.436458204996,MOTO,AUTO,MOTO,AUTO,10.0,
19477,LC-2021-0187417,1,2021-04-23,,CALLE,7,-34.631192727308,-58.442422412494,MOTO,AUTO,MOTO,AUTO,0.0,
19478,LC-2021-0187591,1,2021-04-23,,CALLE,13,-34.56643894956,-58.452487759336,MOTO,TAXI,MOTO,TAXI,12.0,
19479,LC-2021-0187748,1,2021-04-23,,CALLE,13,-34.555724265537,-58.448517286861,PEATON,TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,13.0,
19480,LC-2021-0187798,1,2021-04-23,,AVENIDA,13,-34.538256524689,-58.476178020985,AUTO,AUTO,AUTO,AUTO,10.0,
19481,LC-2021-0187817,1,2021-04-23,,AVENIDA,6,-34.623606499039,-58.427493186627,PEATON,AUTO,PEATON,AUTO,13.0,
19482,LC-2021-0187855,1,2021-04-23,,AVENIDA,11,-34.620496724202,-58.474189447735,MOTO,AUTO,MOTO,AUTO,14.0,
19483,LC-2021-0187972,1,2021-04-23,,CALLE,4,-34.647872864335,-58.432968298132,,AUTO,,AUTO,13.0,
19484,LC-2021-0188003,1,2021-04-23,,AVENIDA,10,-34.637308271626,-58.499874822975,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,15.0,
19485,LC-2021-0188301,2,2021-04-23,,AVENIDA,7,-34.632108296407,-58.456906545863,,,,,17.0,
19486,LC-2021-0188305,1,2021-04-23,,CALLE,15,-34.574496382258,-58.470865251516,MOTO,AUTO,MOTO,AUTO,17.0,
19487,LC-2021-0188335,1,2021-04-23,,,,,,MOTO,AUTO,MOTO,AUTO,17.0,
19488,LC-2021-0188370,1,2021-04-23,,AVENIDA,11,-34.593441231894,-58.506256587787,AUTO,CAMIONETA,AUTO,CAMIONETA,14.0,
19489,LC-2021-0188492,1,2021-04-23,,CALLE,7,-34.63647866308,-58.453290302151,,,,,20.0,
19490,LC-2021-0188500,1,2021-04-23,,CALLE,9,-34.644800459415,-58.505232411949,PEATON,CAMIONETA,PEATON,CAMIONETA,21.0,
19491,LC-2021-0188502,1,2021-04-23,,AVENIDA,15,-34.584818304316,-58.488792988689,PEATON,AUTO,PEATON,AUTO,20.0,
19492,LC-2021-0188526,1,2021-04-23,,CALLE,15,-34.585304820633,-58.451283928915,PEATON,AUTO,PEATON,AUTO,19.0,
19493,LC-2021-0188578,1,2021-04-23,,AVENIDA,15,-34.58961176575,-58.437125930452,MOTO,AUTO,MOTO,AUTO,21.0,
19494,LC-2021-0188618,1,2021-04-23,,CALLE,13,-34.575428600482,-58.454913830749,MOTO,AUTO,MOTO,AUTO,22.0,
19495,LC-2021-0188650,1,2021-04-23,,CALLE,8,-34.680492011676,-58.469120068498,MOTO,TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,23.0,
19496,LC-2021-0188662,1,2021-04-23,,AVENIDA,1,-34.62407085032,-58.36806351396,,,,,23.0,
19497,LC-2021-0188761,1,2021-04-23,,AVENIDA,9,-34.64786366668,-58.498738235594,MOTO,MOTO,MOTO,MOTO,22.0,
19498,LC-2021-0189006,1,2021-04-23,,AVENIDA,6,-34.619726090074,-58.439210001775,MOTO,TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,14.0,
19499,LC-2021-0189964,1,2021-04-23,,AVENIDA,14,-34.567391415133,-58.4301769755,AUTO,AUTO,AUTO,AUTO,13.0,
19500,LC-2021-0190006,1,2021-04-23,,CALLE,15,-34.599709033777,-58.446713977391,PEATON,MOTO,PEATON,MOTO,15.0,
19501,LC-2021-0199341,1,2021-04-23,,AVENIDA,15,-34.597222004567,-58.441653472969,TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,MOTO,12.0,
19502,LC-2021-0213421,1,2021-04-23,,CALLE,13,-34.55907132966,-58.447716830762,,,,,9.0,
19503,LC-2021-0215509,1,2021-04-23,,AVENIDA,13,-34.538256524689,-58.476178020985,,,,,18.0,
19504,LC-2021-0183088,1,2021-04-24,,CALLE,3,-34.625971339604,-58.398916909979,MOTO,AUTO,MOTO,AUTO,12.0,
19505,LC-2021-0188971,1,2021-04-24,,CALLE,13,-34.560369272897,-58.443230467879,,,,,10.0,
19506,LC-2021-0189070,1,2021-04-24,,CALLE,3,-34.620544921846,-58.394498857934,PEATON,CAMIONETA,PEATON,CAMIONETA,10.0,
19507,LC-2021-0189121,1,2021-04-24,,CALLE,9,-34.652688216979,-58.520582025399,AUTO,AUTO,AUTO,AUTO,12.0,
19508,LC-2021-0189186,1,2021-04-24,,AVENIDA,3,-34.610041463133,-58.404577073625,MOTO,AUTO,MOTO,AUTO,12.0,
19509,LC-2021-0189379,1,2021-04-24,,AVENIDA,2,-34.587461152023,-58.397218810145,MOTO,AUTO,MOTO,AUTO,16.0,
19510,LC-2021-0189560,1,2021-04-24,,CALLE,9,-34.663769962392,-58.503750562314,,,,,20.0,
19511,LC-2021-0189570,1,2021-04-24,,,,,,MONOPATIN,,MONOPATIN,,19.0,
19512,LC-2021-0189603,1,2021-04-24,,AVENIDA,7,-34.634474709728,-58.472279984457,TAXI,,TAXI,,21.0,
19513,LC-2021-0189606,1,2021-04-24,,AVENIDA,2,-34.599483938502,-58.401072420614,MOTO,AUTO,MOTO,AUTO,18.0,
19514,LC-2021-0189652,1,2021-04-24,,CALLE,1,-34.624322675034,-58.372673511325,,MOVIL,,MOVIL,21.0,
19515,LC-2021-0191084,2,2021-04-24,,AVENIDA,15,-34.595114787274,-58.477115501724,TRANSPORTE PUBLICO,,TRANSPORTE PUBLICO,,11.0,
19516,LC-2021-0189757,4,2021-04-25,,AVENIDA,15,-34.595209186201,-58.451705406548,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,0.0,
19517,LC-2021-0189763,1,2021-04-25,,,,-34.6493886177506,-58.3963161784146,,,,,0.0,
19518,LC-2021-0189866,1,2021-04-25,,CALLE,7,-34.645282774334,-58.439653615297,CAMIONETA,AUTO,CAMIONETA,AUTO,6.0,
19519,LC-2021-0189872,1,2021-04-25,,AVENIDA,4,-34.651070805528,-58.400567676566,MOTO,CAMIONETA,MOTO,CAMIONETA,5.0,
19520,LC-2021-0189928,1,2021-04-25,,GRAL PAZ,12,-34.549746082955,-58.498712560245,MOTO,AUTO,MOTO,AUTO,8.0,
19521,LC-2021-0189961,1,2021-04-25,,CALLE,13,-34.568704284874,-58.453255916391,,,,,11.0,
19522,LC-2021-0190014,2,2021-04-25,,AVENIDA,14,-34.565395790276,-58.420087690578,MOTO,AUTO,MOTO,AUTO,12.0,
19523,LC-2021-0190253,1,2021-04-25,,,,,,MOVIL,AUTO,MOVIL,AUTO,16.0,
19524,LC-2021-0190292,1,2021-04-25,,AVENIDA,13,-34.556831346359,-58.460996523825,AUTO,AUTO,AUTO,AUTO,16.0,
19525,LC-2021-0190300,1,2021-04-25,,AVENIDA,1,-34.617653238781,-58.381136675759,PEATON,TAXI,PEATON,TAXI,16.0,
19526,LC-2021-0190354,1,2021-04-25,,AVENIDA,15,-34.598042989324,-58.454226808413,MOTO,AUTO,MOTO,AUTO,18.0,
19527,LC-2021-0190399,1,2021-04-25,,AVENIDA,4,-34.637888488475,-58.40896629465,,,,,20.0,
19528,LC-2021-0190405,1,2021-04-25,,CALLE,9,-34.648765794624,-58.526016563943,PEATON,,PEATON,,19.0,
19529,LC-2021-0190410,2,2021-04-25,,CALLE,1,-34.63313980607,-58.386523251081,MOTO,CAMIONETA,MOTO,CAMIONETA,19.0,
19530,LC-2021-0190420,1,2021-04-25,,AVENIDA,4,-34.637888488475,-58.40896629465,PEATON,AUTO,PEATON,AUTO,18.0,
19531,LC-2021-0190526,1,2021-04-25,,AVENIDA,5,-34.625831630512,-58.418827276769,MOTO,AUTO,MOTO,AUTO,22.0,
19532,LC-2021-0192643,1,2021-04-25,,GRAL PAZ,8,-34.6787846407,-58.495283340551,MOVIL,AUTO,MOVIL,AUTO,15.0,
19533,LC-2021-0190643,2,2021-04-26,,AVENIDA,14,-34.580479984659,-58.404691786574,MOTO,TAXI,MOTO,TAXI,0.0,
19534,LC-2021-0190661,2,2021-04-26,,AVENIDA,15,-34.594763673349,-58.444301374112,MOTO,,MOTO,,0.0,
19535,LC-2021-0190888,1,2021-04-26,,CALLE,9,-34.658108597697,-58.475829815203,MOTO,,MOTO,,10.0,
19536,LC-2021-0191119,1,2021-04-26,,AVENIDA,3,-34.614573029214,-58.391908358325,MOTO,AUTO,MOTO,AUTO,11.0,
19537,LC-2021-0191331,1,2021-04-26,,AVENIDA,5,-34.614275933501,-58.418652604782,MOTO,AUTO,MOTO,AUTO,16.0,
19538,LC-2021-0191443,1,2021-04-26,,AVENIDA,12,-34.548754517689,-58.471080400753,MOTO,CAMION,MOTO,CAMION,12.0,
19539,LC-2021-0191510,1,2021-04-26,,CALLE,13,-34.561824689844,-58.453698695821,PEATON,AUTO,PEATON,AUTO,13.0,
19540,LC-2021-0191520,1,2021-04-26,,AVENIDA,14,-34.574009540347,-58.433777028475,,,,,12.0,
19541,LC-2021-0191720,1,2021-04-26,,CALLE,11,-34.60981229135,-58.488126467917,PEATON,TAXI,PEATON,TAXI,15.0,
19542,LC-2021-0191929,1,2021-04-26,,AVENIDA,11,-34.60237830625,-58.50616622756,MOTO,CAMIONETA,MOTO,CAMIONETA,15.0,
19543,LC-2021-0192000,1,2021-04-26,,CALLE,13,-34.561388073043,-58.447992715697,MOTO,CAMIONETA,MOTO,CAMIONETA,16.0,
19544,LC-2021-0192024,1,2021-04-26,,AVENIDA,1,-34.622634513855,-58.389890774287,MOTO,AUTO,MOTO,AUTO,16.0,
19545,LC-2021-0192232,2,2021-04-26,,AVENIDA,1,-34.605173320417,-58.367925485175,MOTO,MOTO,MOTO,MOTO,17.0,
19546,LC-2021-0192318,1,2021-04-26,,CALLE,3,-34.624019993841,-58.394805311936,MOTO,AUTO,MOTO,AUTO,20.0,
19547,LC-2021-0192819,1,2021-04-26,,AVENIDA,4,-34.64975536242,-58.430590865971,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,19.0,
19548,LC-2021-0193355,1,2021-04-26,,AVENIDA,14,-34.579879916628,-58.423613878452,AUTO,TAXI,AUTO,TAXI,17.0,
19549,LC-2021-33359196,1,2021-04-26,,,,,,MOTO,,MOTO,,0.0,
19550,LC-2021-0192660,1,2021-04-27,,CALLE,4,-34.647820481756,-58.404926411701,MOTO,CAMIONETA,MOTO,CAMIONETA,8.0,
19551,LC-2021-0192675,2,2021-04-27,,CALLE,10,-34.620235455634,-58.515345063524,PEATON,AUTO,PEATON,AUTO,7.0,
19552,LC-2021-0192761,1,2021-04-27,,CALLE,9,-34.65953800797,-58.510117121246,MOTO,CAMIONETA,MOTO,CAMIONETA,8.0,
19553,LC-2021-0192876,1,2021-04-27,,GRAL PAZ,9,-34.640559183402,-58.529942190033,AUTO,AUTO,AUTO,AUTO,8.0,
19554,LC-2021-0192945,1,2021-04-27,,AVENIDA,14,-34.590346418175,-58.41119145464,,,,,10.0,
19555,LC-2021-0193075,1,2021-04-27,,AVENIDA,12,-34.583939577195,-58.489511222505,TAXI,CAMIONETA,TAXI,CAMIONETA,11.0,
19556,LC-2021-0193138,1,2021-04-27,,AVENIDA,1,-34.609110421288,-58.372141693832,TAXI,TRANSPORTE PUBLICO,TAXI,TRANSPORTE PUBLICO,12.0,
19557,LC-2021-0193170,1,2021-04-27,,CALLE,4,-34.631223167707,-58.356406247889,MOTO,AUTO,MOTO,AUTO,11.0,
19558,LC-2021-0193237,2,2021-04-27,,CALLE,1,-34.616535283699,-58.383065946866,MOTO,CAMIONETA,MOTO,CAMIONETA,12.0,
19559,LC-2021-0193385,1,2021-04-27,,CALLE,12,-34.589542592779,-58.505396143667,PEATON,AUTO,PEATON,AUTO,13.0,
19560,LC-2021-0193392,1,2021-04-27,,AVENIDA,3,-34.60280129204,-58.405253577982,PEATON,MOTO,PEATON,MOTO,14.0,
19561,LC-2021-0193438,1,2021-04-27,,AVENIDA,9,-34.648159023174,-58.484080006863,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,14.0,
19562,LC-2021-0193520,1,2021-04-27,,CALLE,11,-34.615945842123,-58.481502264862,AUTO,,AUTO,,14.0,
19563,LC-2021-0193548,1,2021-04-27,,AVENIDA,7,-34.640438564184,-58.424920060067,MOTO,CAMIONETA,MOTO,CAMIONETA,15.0,
19564,LC-2021-0193718,2,2021-04-27,,CALLE,7,-34.642860295372,-58.434445934349,MOTO,AUTO,MOTO,AUTO,0.0,
19565,LC-2021-0193754,1,2021-04-27,,CALLE,8,-34.661910527195,-58.479853868735,,,,,14.0,
19566,LC-2021-0193948,1,2021-04-27,,CALLE,7,-34.628423065429,-58.470659373706,PEATON,AUTO,PEATON,AUTO,19.0,
19567,LC-2021-0194725,1,2021-04-27,,AVENIDA,1,-34.613006160941,-58.377223975968,MOTO,AUTO,MOTO,AUTO,12.0,
19568,LC-2021-0194820,1,2021-04-27,,AVENIDA,14,-34.587558949916,-58.409031441319,,,,,11.0,
19569,LC-2021-0195202,1,2021-04-27,,AVENIDA,14,-34.579113288342,-58.401510821168,MOTO,AUTO,MOTO,AUTO,15.0,
19570,LC-2021-0195225,1,2021-04-27,,AVENIDA,3,-34.604562939849,-58.405472227484,PEATON,MOTO,PEATON,MOTO,13.0,
19571,LC-2021-0194616,1,2021-04-28,,AVENIDA,9,-34.639354924655,-58.526735306441,MOTO,,MOTO,,9.0,
19572,LC-2021-0194785,1,2021-04-28,,GRAL PAZ,12,-34.578049324869,-58.512614617326,MOTO,TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,15.0,
19573,LC-2021-0194894,1,2021-04-28,,AVENIDA,11,-34.599322334412,-58.501587580884,PEATON,MOTO,PEATON,MOTO,10.0,
19574,LC-2021-0195136,1,2021-04-28,,AVENIDA,12,-34.576479594692,-58.476583821063,MOTO,AUTO,MOTO,AUTO,13.0,
19575,LC-2021-0195217,1,2021-04-28,,AVENIDA,5,-34.608630025984,-58.42467867091,MOTO,CAMION,MOTO,CAMION,12.0,
19576,LC-2021-0195318,1,2021-04-28,,AVENIDA,2,-34.586588253986,-58.385849290257,MOTO,,MOTO,,15.0,
19577,LC-2021-0195449,7,2021-04-28,,CALLE,4,-34.650552900169,-58.40969005006,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,16.0,
19578,LC-2021-0195591,1,2021-04-28,,CALLE,4,-34.651565870768,-58.428071725344,,,,,16.0,
19579,LC-2021-0195717,1,2021-04-28,,CALLE,14,-34.587449354524,-58.424283576009,MOVIL,AUTO,MOVIL,AUTO,18.0,
19580,LC-2021-0195761,1,2021-04-28,,CALLE,7,-34.621832569232,-58.461800281974,,,,,19.0,
19581,LC-2021-0195872,1,2021-04-28,,AVENIDA,5,-34.620846508085,-58.41720474653,MOTO,CAMIONETA,MOTO,CAMIONETA,20.0,
19582,LC-2021-0195896,1,2021-04-28,,CALLE,11,-34.603040832614,-58.495991657221,PEATON,CAMIONETA,PEATON,CAMIONETA,18.0,
19583,LC-2021-0195903,1,2021-04-28,,,,,,MOTO,MOVIL,MOTO,MOVIL,0.0,
19584,LC-2021-0196015,1,2021-04-28,,AVENIDA,7,-34.624664269287,-58.466115269021,MOTO,AUTO,MOTO,AUTO,22.0,
19585,LC-2021-0198910,1,2021-04-28,,AVENIDA,12,-34.571816013997,-58.478140421234,MOTO,,MOTO,,12.0,
19586,LC-2021-0202558,1,2021-04-28,,AVENIDA,9,-34.674503135662,-58.502517906284,,,,,11.0,
19587,LC-2021-0196252,3,2021-04-29,,GRAL PAZ,12,-34.56919739421,-58.509930461176,MOTO,MOTO,MOTO,MOTO,7.0,
19588,LC-2021-0196547,1,2021-04-29,,CALLE,8,-34.670932026018,-58.485364420773,PEATON,AUTO,PEATON,AUTO,8.0,
19589,LC-2021-0196701,1,2021-04-29,,AVENIDA,1,-34.580829922426,-58.375265395034,MOTO,,MOTO,,9.0,
19590,LC-2021-0196770,1,2021-04-29,,AVENIDA,2,-34.584811650165,-58.390948322206,MOTO,CAMIONETA,MOTO,CAMIONETA,12.0,
19591,LC-2021-0196961,1,2021-04-29,,CALLE,4,-34.63816205896,-58.377672780189,PEATON,AUTO,PEATON,AUTO,14.0,
19592,LC-2021-0197025,1,2021-04-29,,AVENIDA,7,-34.622174131117,-58.47346165584,PEATON,AUTO,PEATON,AUTO,13.0,
19593,LC-2021-0197351,1,2021-04-29,,CALLE,12,-34.561337297797,-58.473818332263,PEATON,AUTO,PEATON,AUTO,16.0,
19594,LC-2021-0197509,1,2021-04-29,,AVENIDA,5,-34.631379624165,-58.415957957274,PEATON,AUTO,PEATON,AUTO,17.0,
19595,LC-2021-0197644,1,2021-04-29,,AVENIDA,9,-34.667134568485,-58.505776447537,MOTO,AUTO,MOTO,AUTO,14.0,
19596,LC-2021-0197780,1,2021-04-29,,AVENIDA,5,-34.629017887212,-58.426077321917,,AUTO,,AUTO,21.0,
